category,name,code,value,unit,date,source,description
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.37,Point/Price,2025-03-17,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.31,Point/Price,2025-03-17,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84075.69,Point/Price,2025-03-17,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.99,Point/Price,2025-03-18,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.34,Point/Price,2025-03-18,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.28,Point/Price,2025-03-18,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.24,Point/Price,2025-03-18,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,82718.5,Point/Price,2025-03-18,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3035.1,Point/Price,2025-03-18,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.08,Point/Price,2025-03-19,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.26,Point/Price,2025-03-19,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,86854.23,Point/Price,2025-03-19,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3035.9,Point/Price,2025-03-19,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,24.04,Point/Price,2025-03-19,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.43,Point/Price,2025-03-19,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84167.2,Point/Price,2025-03-20,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,24.22,Point/Price,2025-03-20,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3040.0,Point/Price,2025-03-20,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.85,Point/Price,2025-03-20,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.23,Point/Price,2025-03-20,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.09,Point/Price,2025-03-20,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.86,Point/Price,2025-03-21,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3018.2,Point/Price,2025-03-21,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.09,Point/Price,2025-03-21,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,104.09,Point/Price,2025-03-21,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84043.24,Point/Price,2025-03-21,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.25,Point/Price,2025-03-21,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,83832.48,Point/Price,2025-03-22,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,86054.38,Point/Price,2025-03-23,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,104.26,Point/Price,2025-03-24,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,87498.91,Point/Price,2025-03-24,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.06,Point/Price,2025-03-24,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.33,Point/Price,2025-03-24,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3013.1,Point/Price,2025-03-24,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,24.23,Point/Price,2025-03-24,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,87471.7,Point/Price,2025-03-25,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.74,Point/Price,2025-03-25,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.18,Point/Price,2025-03-25,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,104.18,Point/Price,2025-03-25,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3023.7,Point/Price,2025-03-25,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.31,Point/Price,2025-03-25,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.18,Point/Price,2025-03-26,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,104.55,Point/Price,2025-03-26,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,86900.88,Point/Price,2025-03-26,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.22,Point/Price,2025-03-26,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3020.9,Point/Price,2025-03-26,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.34,Point/Price,2025-03-26,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3060.2,Point/Price,2025-03-27,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,104.07,Point/Price,2025-03-27,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.37,Point/Price,2025-03-27,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,87177.1,Point/Price,2025-03-27,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.56,Point/Price,2025-03-27,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.1,Point/Price,2025-03-27,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.26,Point/Price,2025-03-28,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.11,Point/Price,2025-03-28,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3086.5,Point/Price,2025-03-28,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.05,Point/Price,2025-03-28,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,104.04,Point/Price,2025-03-28,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84353.15,Point/Price,2025-03-28,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,82597.59,Point/Price,2025-03-29,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,82334.52,Point/Price,2025-03-30,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,21.88,Point/Price,2025-03-31,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,82548.91,Point/Price,2025-03-31,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.25,Point/Price,2025-03-31,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.02,Point/Price,2025-03-31,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3122.8,Point/Price,2025-03-31,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,104.21,Point/Price,2025-03-31,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.03,Point/Price,2025-04-01,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,104.26,Point/Price,2025-04-01,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.16,Point/Price,2025-04-01,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3118.9,Point/Price,2025-04-01,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.02,Point/Price,2025-04-01,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,85169.17,Point/Price,2025-04-01,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3139.9,Point/Price,2025-04-02,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,82485.71,Point/Price,2025-04-02,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.2,Point/Price,2025-04-02,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,5.02,Point/Price,2025-04-02,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.81,Point/Price,2025-04-02,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.11,Point/Price,2025-04-02,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.81,Point/Price,2025-04-03,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,21.44,Point/Price,2025-04-03,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.05,Point/Price,2025-04-03,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,83102.83,Point/Price,2025-04-03,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,102.07,Point/Price,2025-04-03,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3097.0,Point/Price,2025-04-03,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,19.87,Point/Price,2025-04-04,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3012.0,Point/Price,2025-04-04,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,83843.8,Point/Price,2025-04-04,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.02,Point/Price,2025-04-04,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,3.98,Point/Price,2025-04-04,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.38,Point/Price,2025-04-04,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,83504.8,Point/Price,2025-04-05,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,78214.48,Point/Price,2025-04-06,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.16,Point/Price,2025-04-07,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.17,Point/Price,2025-04-07,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2951.3,Point/Price,2025-04-07,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,79235.34,Point/Price,2025-04-07,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.26,Point/Price,2025-04-07,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,19.58,Point/Price,2025-04-07,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.13,Point/Price,2025-04-08,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2968.4,Point/Price,2025-04-08,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.26,Point/Price,2025-04-08,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,76271.95,Point/Price,2025-04-08,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,102.96,Point/Price,2025-04-08,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,19.34,Point/Price,2025-04-08,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.4,Point/Price,2025-04-09,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3056.5,Point/Price,2025-04-09,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.18,Point/Price,2025-04-09,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,82573.95,Point/Price,2025-04-09,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,102.9,Point/Price,2025-04-09,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,21.11,Point/Price,2025-04-09,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,100.87,Point/Price,2025-04-10,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,20.61,Point/Price,2025-04-10,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,79626.14,Point/Price,2025-04-10,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.39,Point/Price,2025-04-10,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.32,Point/Price,2025-04-10,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3155.2,Point/Price,2025-04-10,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.78,Point/Price,2025-04-11,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.51,Point/Price,2025-04-11,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3222.2,Point/Price,2025-04-11,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,83404.84,Point/Price,2025-04-11,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.49,Point/Price,2025-04-11,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,21.62,Point/Price,2025-04-11,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,85287.11,Point/Price,2025-04-12,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,83684.98,Point/Price,2025-04-13,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.64,Point/Price,2025-04-14,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.61,Point/Price,2025-04-14,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3204.8,Point/Price,2025-04-14,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,21.8,Point/Price,2025-04-14,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84542.39,Point/Price,2025-04-14,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.36,Point/Price,2025-04-14,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,21.69,Point/Price,2025-04-15,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,100.22,Point/Price,2025-04-15,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,83668.99,Point/Price,2025-04-15,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3218.7,Point/Price,2025-04-15,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.61,Point/Price,2025-04-15,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.32,Point/Price,2025-04-15,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3326.6,Point/Price,2025-04-16,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,21.68,Point/Price,2025-04-16,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.28,Point/Price,2025-04-16,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.38,Point/Price,2025-04-16,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84033.87,Point/Price,2025-04-16,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.67,Point/Price,2025-04-16,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.38,Point/Price,2025-04-17,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3308.7,Point/Price,2025-04-17,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.33,Point/Price,2025-04-17,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.73,Point/Price,2025-04-17,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,21.83,Point/Price,2025-04-17,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84895.75,Point/Price,2025-04-17,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84450.8,Point/Price,2025-04-18,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,85063.41,Point/Price,2025-04-19,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,85174.3,Point/Price,2025-04-20,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3406.2,Point/Price,2025-04-21,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.41,Point/Price,2025-04-21,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,98.28,Point/Price,2025-04-21,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.72,Point/Price,2025-04-21,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,21.43,Point/Price,2025-04-21,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,87518.91,Point/Price,2025-04-21,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,21.63,Point/Price,2025-04-22,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3400.8,Point/Price,2025-04-22,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.39,Point/Price,2025-04-22,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,93441.89,Point/Price,2025-04-22,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.87,Point/Price,2025-04-22,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,98.92,Point/Price,2025-04-22,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.84,Point/Price,2025-04-23,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3276.3,Point/Price,2025-04-23,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.58,Point/Price,2025-04-23,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,93699.11,Point/Price,2025-04-23,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.39,Point/Price,2025-04-23,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.84,Point/Price,2025-04-23,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3332.0,Point/Price,2025-04-24,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.47,Point/Price,2025-04-24,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.85,Point/Price,2025-04-24,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.29,Point/Price,2025-04-24,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,93943.8,Point/Price,2025-04-24,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.3,Point/Price,2025-04-24,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3282.4,Point/Price,2025-04-25,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.84,Point/Price,2025-04-25,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.47,Point/Price,2025-04-25,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.34,Point/Price,2025-04-25,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.27,Point/Price,2025-04-25,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,94720.5,Point/Price,2025-04-25,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,94646.93,Point/Price,2025-04-26,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,93754.84,Point/Price,2025-04-27,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3332.5,Point/Price,2025-04-28,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.22,Point/Price,2025-04-28,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.01,Point/Price,2025-04-28,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.91,Point/Price,2025-04-28,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.84,Point/Price,2025-04-28,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,94978.75,Point/Price,2025-04-28,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,94284.79,Point/Price,2025-04-29,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.17,Point/Price,2025-04-29,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3318.8,Point/Price,2025-04-29,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.99,Point/Price,2025-04-29,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.24,Point/Price,2025-04-29,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.82,Point/Price,2025-04-29,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3305.0,Point/Price,2025-04-30,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.47,Point/Price,2025-04-30,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.86,Point/Price,2025-04-30,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,94207.31,Point/Price,2025-04-30,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.18,Point/Price,2025-04-30,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.56,Point/Price,2025-04-30,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96492.34,Point/Price,2025-05-01,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.23,Point/Price,2025-05-01,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3210.0,Point/Price,2025-05-01,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,100.25,Point/Price,2025-05-01,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.58,Point/Price,2025-05-01,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,24.16,Point/Price,2025-05-01,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96910.07,Point/Price,2025-05-02,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3231.9,Point/Price,2025-05-02,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,100.0,Point/Price,2025-05-02,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.63,Point/Price,2025-05-02,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,24.66,Point/Price,2025-05-02,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.32,Point/Price,2025-05-02,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,95891.8,Point/Price,2025-05-03,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,94315.98,Point/Price,2025-05-04,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.83,Point/Price,2025-05-05,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3311.3,Point/Price,2025-05-05,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.66,Point/Price,2025-05-05,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,24.48,Point/Price,2025-05-05,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.34,Point/Price,2025-05-05,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,94748.05,Point/Price,2025-05-05,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.24,Point/Price,2025-05-06,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96802.48,Point/Price,2025-05-06,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3411.4,Point/Price,2025-05-06,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.31,Point/Price,2025-05-06,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,25.19,Point/Price,2025-05-06,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.74,Point/Price,2025-05-06,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,97032.32,Point/Price,2025-05-07,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3381.4,Point/Price,2025-05-07,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,25.55,Point/Price,2025-05-07,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.28,Point/Price,2025-05-07,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.62,Point/Price,2025-05-07,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,99.61,Point/Price,2025-05-07,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3296.6,Point/Price,2025-05-08,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,100.64,Point/Price,2025-05-08,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,103241.46,Point/Price,2025-05-08,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,25.46,Point/Price,2025-05-08,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.37,Point/Price,2025-05-08,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.56,Point/Price,2025-05-08,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.38,Point/Price,2025-05-09,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,25.92,Point/Price,2025-05-09,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,102970.85,Point/Price,2025-05-09,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3335.4,Point/Price,2025-05-09,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,100.34,Point/Price,2025-05-09,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.61,Point/Price,2025-05-09,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,104696.33,Point/Price,2025-05-10,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,104106.36,Point/Price,2025-05-11,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.58,Point/Price,2025-05-12,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.46,Point/Price,2025-05-12,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,102812.95,Point/Price,2025-05-12,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,101.79,Point/Price,2025-05-12,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,26.05,Point/Price,2025-05-12,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3220.0,Point/Price,2025-05-12,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.68,Point/Price,2025-05-13,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,26.57,Point/Price,2025-05-13,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.5,Point/Price,2025-05-13,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3240.3,Point/Price,2025-05-13,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,104169.81,Point/Price,2025-05-13,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,101.0,Point/Price,2025-05-13,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.61,Point/Price,2025-05-14,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,103539.41,Point/Price,2025-05-14,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3181.4,Point/Price,2025-05-14,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,26.87,Point/Price,2025-05-14,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,101.04,Point/Price,2025-05-14,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.53,Point/Price,2025-05-14,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,100.88,Point/Price,2025-05-15,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.64,Point/Price,2025-05-15,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3220.7,Point/Price,2025-05-15,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,103744.64,Point/Price,2025-05-15,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,26.73,Point/Price,2025-05-15,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.45,Point/Price,2025-05-15,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.44,Point/Price,2025-05-16,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.56,Point/Price,2025-05-16,Yahoo Finance,
